"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-11-25",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-11-26",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-11-27",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-11-28",,,,,"0.12",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-11-29",,,,,"1.40",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-11-30",,,,,"0.30",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-01",,,,,"0.48",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-02",,,,,"0.02",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-03",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-04",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-05",,,,,"0.26",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-06",,,,,"0.07",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-07",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-08",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-09",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-10",,,,,"0.01",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-11",,,,,"0.00","T,,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-12",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-13",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-14",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-15",,,,,"0.03",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-16",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-17",,,,,"0.94",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-18",,,,,"0.00","T,,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-19",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-20",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-21",,,,,"0.09",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-22",,,,,"0.03",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-23",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-24",,,,,"0.01",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-25",,,,,"0.42",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-26",,,,,"0.00","T,,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-27",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-29",,,,,"0.00",",,N",,
"US1CAAL0025","ALBANY 1.7 E, CA US","37.89471","-122.29646","16.8","2018-12-31",,,,,"0.00",",,N",,
